NWD741415 SRR9250210
NWD622194 SRR8022670
NWD622270 SRR8022671
NWD622557 SRR8022672
NWD622675 SRR8022673
NWD622699 SRR8022674
NWD623053 SRR8022675
NWD623348 SRR8022676
NWD623500 SRR8022678
NWD623961 SRR8022682
NWD624016 SRR8022683
NWD624044 SRR8022684
NWD624095 SRR8022685
NWD624138 SRR8022686
NWD624256 SRR8022688
NWD624287 SRR8022689
NWD624326 SRR8022690
NWD624399 SRR8022692
NWD624441 SRR8022693
NWD624489 SRR8022694
NWD624501 SRR8022695
NWD624580 SRR8022697
NWD624785 SRR8022698
NWD624810 SRR8022699
NWD625030 SRR8022700
NWD625046 SRR8022701
NWD625116 SRR8022703
NWD625419 SRR8022706
NWD625422 SRR8022707
NWD625508 SRR8022708
NWD625566 SRR8022710
NWD625655 SRR8022711
NWD625827 SRR8022712
NWD625999 SRR8022715
NWD626021 SRR8022716
NWD626041 SRR8022717
NWD626217 SRR8022719
NWD626274 SRR8022720
NWD626354 SRR8022722
NWD626519 SRR8022723
NWD626756 SRR8022724
NWD626845 SRR8022725
NWD627039 SRR8022727
NWD627070 SRR8022729
NWD627089 SRR8022730
NWD627097 SRR8022731
NWD627368 SRR8022732
NWD627594 SRR8022734
NWD627906 SRR8022736
NWD627968 SRR8022737
NWD628176 SRR8022739
NWD628204 SRR8022740
NWD628207 SRR8022741
NWD628262 SRR8022742
NWD628614 SRR8022746
NWD628884 SRR8022748
NWD629028 SRR8022749
NWD629077 SRR8022751
NWD629109 SRR8022752
NWD629177 SRR8022753
NWD629198 SRR8022754
NWD629800 SRR8022758
NWD629820 SRR8022759
NWD629835 SRR8022760
NWD629901 SRR8022761
NWD629958 SRR8022762
NWD630003 SRR8022763
NWD630081 SRR8022765
NWD630136 SRR8022766
NWD630138 SRR8022767
NWD630278 SRR8022768
NWD630667 SRR8022769
NWD630707 SRR8022770
NWD630972 SRR8022772
NWD631062 SRR8022773
NWD631094 SRR8022774
NWD631098 SRR8022775
NWD631123 SRR8022776
NWD631128 SRR8022777
NWD631271 SRR8022778
NWD631299 SRR8022779
NWD631301 SRR8022780
NWD631315 SRR8022781
NWD631416 SRR8022782
NWD631627 SRR8022783
NWD631636 SRR8022784
NWD631660 SRR8022785
NWD631771 SRR8022787
NWD631860 SRR8022789
NWD631903 SRR8022790
NWD632084 SRR8022791
NWD632216 SRR8022792
NWD632369 SRR8022795
NWD632407 SRR8022796
NWD632441 SRR8022797
NWD632451 SRR8022798
NWD632568 SRR8022800
NWD632804 SRR8022801
NWD632837 SRR8022803
NWD632879 SRR8022804
NWD632929 SRR8022805
NWD632980 SRR8022806
NWD633029 SRR8022807
NWD633045 SRR8022808
NWD633108 SRR8022809
NWD633165 SRR8022810
NWD633229 SRR8022812
NWD633459 SRR8022813
NWD633476 SRR8022814
NWD633499 SRR8022815
NWD633606 SRR8022816
NWD633666 SRR8022817
NWD633754 SRR8022818
NWD633865 SRR8022820
NWD633867 SRR8022821
NWD634134 SRR8022822
NWD634203 SRR8022823
NWD634222 SRR8022824
NWD634293 SRR8022825
NWD634622 SRR8022826
NWD634906 SRR8022830
NWD634937 SRR8022831
NWD635137 SRR8022833
NWD635232 SRR8022835
NWD635249 SRR8022836
NWD635489 SRR8022837
NWD635585 SRR8022838
NWD635672 SRR8022841
NWD635867 SRR8022842
NWD635893 SRR8022843
NWD636226 SRR8022844
NWD636245 SRR8022845
NWD636297 SRR8022846
NWD636376 SRR8022847
NWD636430 SRR8022848
NWD636505 SRR8022849
NWD636687 SRR8022850
NWD636743 SRR8022851
NWD636863 SRR8022852
NWD636876 SRR8022853
NWD636883 SRR8022854
NWD637313 SRR8022858
NWD637375 SRR8022859
NWD637396 SRR8022860
NWD637487 SRR8022861
NWD637558 SRR8022862
NWD637651 SRR8022863
NWD637707 SRR8022864
NWD637772 SRR8022865
NWD637863 SRR8022866
NWD638300 SRR8022868
NWD638609 SRR8022869
NWD638708 SRR8022871
NWD638754 SRR8022872
NWD638760 SRR8022873
NWD638912 SRR8022874
NWD638990 SRR8022875
NWD639078 SRR8022876
NWD639150 SRR8022877
NWD639276 SRR8022878
NWD639454 SRR8022879
NWD639461 SRR8022880
NWD639694 SRR8022881
NWD639751 SRR8022882
NWD640015 SRR8022884
NWD640057 SRR8022885
NWD640127 SRR8022886
NWD640654 SRR8022888
NWD640690 SRR8022889
NWD640766 SRR8022891
NWD640919 SRR8022893
NWD640956 SRR8022894
NWD641234 SRR8022897
NWD641449 SRR8022898
NWD641471 SRR8022900
NWD641637 SRR8022901
NWD641931 SRR8022903
NWD641996 SRR8022904
NWD642249 SRR8022905
NWD642259 SRR8022906
NWD642333 SRR8022908
NWD642401 SRR8022909
NWD642452 SRR8022910
NWD642522 SRR8022912
NWD642541 SRR8022913
NWD642911 SRR8022915
NWD642961 SRR8022916
NWD643074 SRR8022917
NWD643242 SRR8022918
NWD643311 SRR8022919
NWD643491 SRR8022921
NWD643669 SRR8022924
NWD643693 SRR8022926
NWD644184 SRR8022928
NWD644209 SRR8022929
NWD644380 SRR8022930
NWD644803 SRR8022933
NWD644895 SRR8022934
NWD644989 SRR8022936
NWD645121 SRR8022937
NWD645272 SRR8022939
NWD645497 SRR8022941
NWD645505 SRR8022942
NWD645579 SRR8022944
NWD645612 SRR8022945
NWD645628 SRR8022946
NWD645769 SRR8022947
NWD645814 SRR8022948
NWD645924 SRR8022949
NWD646026 SRR8022950
NWD646521 SRR8022954
NWD646583 SRR8022955
NWD646586 SRR8022956
NWD646951 SRR8022957
NWD646993 SRR8022958
NWD647010 SRR8022959
NWD647077 SRR8022960
NWD647189 SRR8022961
NWD647290 SRR8022962
NWD647335 SRR8022963
NWD647356 SRR8022964
NWD647366 SRR8022965
NWD647420 SRR8022966
NWD647467 SRR8022967
NWD647540 SRR8022968
NWD647681 SRR8022969
NWD647751 SRR8022972
NWD647786 SRR8022973
NWD647830 SRR8022975
NWD647927 SRR8022976
NWD647972 SRR8022977
NWD647980 SRR8022978
NWD647984 SRR8022979
NWD648063 SRR8022980
NWD648101 SRR8022981
NWD648102 SRR8022982
NWD648226 SRR8022983
NWD648301 SRR8022984
NWD648361 SRR8022985
NWD648491 SRR8022986
NWD648504 SRR8022987
NWD648634 SRR8022989
NWD648699 SRR8022990
NWD648865 SRR8022992
NWD648943 SRR8022994
NWD648979 SRR8022995
NWD649153 SRR8022996
NWD649224 SRR8022997
NWD649261 SRR8022998
NWD649469 SRR8023000
NWD649496 SRR8023001
NWD649558 SRR8023002
NWD649752 SRR8023003
NWD650130 SRR8023004
NWD650141 SRR8023005
NWD650266 SRR8023007
NWD650268 SRR8023008
NWD650309 SRR8023009
NWD650357 SRR8023011
NWD650436 SRR8023012
NWD650477 SRR8023013
NWD650713 SRR8023014
NWD650893 SRR8023016
NWD650981 SRR8023018
NWD651016 SRR8023019
NWD651119 SRR8023020
NWD651127 SRR8023021
NWD651190 SRR8023022
NWD651293 SRR8023025
NWD651624 SRR8023027
NWD651833 SRR8023028
NWD651883 SRR8023029
NWD652174 SRR8023032
NWD652183 SRR8023033
NWD652249 SRR8023034
NWD652291 SRR8023035
NWD652324 SRR8023036
NWD652470 SRR8023037
NWD652605 SRR8023038
NWD652760 SRR8023040
NWD652880 SRR8023041
NWD652994 SRR8023042
NWD653012 SRR8023043
NWD653081 SRR8023044
NWD653186 SRR8023046
NWD653436 SRR8023049
NWD653486 SRR8023050
NWD653904 SRR8023051
NWD653982 SRR8023052
NWD654080 SRR8023053
NWD654095 SRR8023054
NWD654143 SRR8023055
NWD654288 SRR8023057
NWD654325 SRR8023058
NWD654823 SRR8023059
NWD654900 SRR8023061
NWD654945 SRR8023062
NWD654969 SRR8023063
NWD655072 SRR8023064
NWD655144 SRR8023065
NWD655412 SRR8023066
NWD655414 SRR8023067
NWD655505 SRR8023068
NWD655649 SRR8023070
NWD655654 SRR8023071
NWD655700 SRR8023072
NWD655995 SRR8023075
NWD656080 SRR8023077
NWD656088 SRR8023078
NWD656137 SRR8023080
NWD656224 SRR8023081
NWD656411 SRR8023083
NWD656455 SRR8023084
NWD656470 SRR8023085
NWD656484 SRR8023086
NWD656653 SRR8023088
NWD656694 SRR8023089
NWD656707 SRR8023090
NWD656729 SRR8023091
NWD656797 SRR8023092
NWD656831 SRR8023093
NWD656833 SRR8023094
NWD656927 SRR8023095
NWD656947 SRR8023096
NWD657106 SRR8023097
NWD657396 SRR8023099
NWD657498 SRR8023100
NWD657509 SRR8023101
NWD657637 SRR8023102
NWD657751 SRR8023103
NWD657875 SRR8023105
NWD658255 SRR8023106
NWD658279 SRR8023107
NWD658298 SRR8023108
NWD658313 SRR8023109
NWD658385 SRR8023110
NWD658472 SRR8023112
NWD658606 SRR8023113
NWD658729 SRR8023114
NWD658810 SRR8023115
NWD658825 SRR8023116
NWD658887 SRR8023117
NWD658936 SRR8023118
NWD658953 SRR8023119
NWD658954 SRR8023120
NWD659122 SRR8023121
NWD659209 SRR8023122
NWD659268 SRR8023123
NWD659305 SRR8023125
NWD659364 SRR8023126
NWD659434 SRR8023127
NWD659486 SRR8023128
NWD659913 SRR8023130
NWD659941 SRR8023131
NWD660268 SRR8023132
NWD660457 SRR8023135
NWD660628 SRR8023136
NWD660699 SRR8023137
NWD660791 SRR8023138
NWD660799 SRR8023139
NWD660814 SRR8023140
NWD660898 SRR8023141
NWD660990 SRR8023142
NWD661065 SRR8023143
NWD661331 SRR8023144
NWD661343 SRR8023145
NWD661360 SRR8023146
NWD661448 SRR8023147
NWD661538 SRR8023148
NWD661543 SRR8023149
NWD661605 SRR8023150
NWD661611 SRR8023151
NWD661731 SRR8023153
NWD661766 SRR8023154
NWD661866 SRR8023155
NWD661868 SRR8023156
NWD661991 SRR8023158
NWD662321 SRR8023159
NWD662386 SRR8023160
NWD662463 SRR8023161
NWD662547 SRR8023162
NWD662680 SRR8023163
NWD662983 SRR8023164
NWD662993 SRR8023165
NWD663001 SRR8023166
NWD663137 SRR8023168
NWD663210 SRR8023170
NWD663227 SRR8023171
NWD663269 SRR8023172
NWD663415 SRR8023173
NWD663439 SRR8023174
NWD663484 SRR8023175
NWD663493 SRR8023176
NWD663556 SRR8023177
NWD663647 SRR8023178
NWD663663 SRR8023179
NWD664027 SRR8023182
NWD664132 SRR8023183
NWD664196 SRR8023184
NWD664271 SRR8023185
NWD664315 SRR8023186
NWD664316 SRR8023187
NWD664409 SRR8023189
NWD664638 SRR8023191
NWD664991 SRR8023193
NWD665080 SRR8023195
NWD665445 SRR8023196
NWD665624 SRR8023198
NWD665859 SRR8023199
NWD666022 SRR8023200
NWD666183 SRR8023201
NWD666196 SRR8023202
NWD666229 SRR8023204
NWD666274 SRR8023205
NWD666393 SRR8023207
NWD666458 SRR8023208
NWD666578 SRR8023209
NWD666597 SRR8023210
NWD666614 SRR8023211
NWD666746 SRR8023212
NWD666985 SRR8023214
NWD667213 SRR8023215
NWD667460 SRR8023216
NWD667491 SRR8023217
NWD667507 SRR8023218
NWD667542 SRR8023219
NWD667613 SRR8023221
NWD667640 SRR8023222
NWD667669 SRR8023223
NWD667700 SRR8023224
NWD667768 SRR8023225
NWD667858 SRR8023226
NWD667938 SRR8023227
NWD668308 SRR8023228
NWD668394 SRR8023229
NWD668434 SRR8023230
NWD668439 SRR8023231
NWD668552 SRR8023232
NWD668578 SRR8023233
NWD668662 SRR8023234
NWD668696 SRR8023235
NWD668759 SRR8023236
NWD668807 SRR8023238
NWD668890 SRR8023240
NWD668925 SRR8023241
NWD669196 SRR8023242
NWD669212 SRR8023243
NWD669220 SRR8023244
NWD669226 SRR8023245
NWD669462 SRR8023246
NWD669805 SRR8023248
NWD669818 SRR8023249
NWD669881 SRR8023250
NWD669882 SRR8023251
NWD669887 SRR8023252
NWD670180 SRR8023254
NWD670282 SRR8023255
NWD670754 SRR8023256
NWD670772 SRR8023257
NWD670842 SRR8023258
NWD670899 SRR8023259
NWD671058 SRR8023260
NWD671148 SRR8023261
NWD671316 SRR8023263
NWD671368 SRR8023264
NWD671453 SRR8023265
NWD671787 SRR8023266
NWD672149 SRR8023269
NWD672269 SRR8023270
NWD672475 SRR8023272
NWD672487 SRR8023273
NWD672554 SRR8023274
NWD672666 SRR8023275
NWD672821 SRR8023276
NWD672847 SRR8023277
NWD672872 SRR8023279
NWD673286 SRR8023281
NWD673318 SRR8023282
NWD673344 SRR8023283
NWD673438 SRR8023284
NWD673473 SRR8023286
NWD673689 SRR8023288
NWD673737 SRR8023289
NWD673760 SRR8023290
NWD673835 SRR8023292
NWD673882 SRR8023294
NWD673958 SRR8023295
NWD674154 SRR8023297
NWD674457 SRR8023299
NWD674509 SRR8023300
NWD674610 SRR8023301
NWD674805 SRR8023303
NWD674914 SRR8023304
NWD674971 SRR8023305
NWD675029 SRR8023306
NWD675070 SRR8023307
NWD675117 SRR8023308
NWD675194 SRR8023309
NWD675407 SRR8023310
NWD675470 SRR8023311
NWD675556 SRR8023312
NWD675684 SRR8023313
NWD675847 SRR8023314
NWD675896 SRR8023315
NWD675983 SRR8023316
NWD676064 SRR8023317
NWD676126 SRR8023319
NWD676172 SRR8023320
NWD676317 SRR8023321
NWD676349 SRR8023322
NWD676404 SRR8023323
NWD676414 SRR8023324
NWD676833 SRR8023327
NWD676960 SRR8023330
NWD676986 SRR8023331
NWD677046 SRR8023332
NWD677284 SRR8023334
NWD677356 SRR8023336
NWD677401 SRR8023337
NWD677453 SRR8023338
NWD677469 SRR8023339
NWD677655 SRR8023340
NWD677680 SRR8023341
NWD677720 SRR8023342
NWD677881 SRR8023344
NWD678098 SRR8023345
NWD678137 SRR8023347
NWD678315 SRR8023348
NWD678392 SRR8023349
NWD678405 SRR8023350
NWD678550 SRR8023351
NWD678604 SRR8023352
NWD678772 SRR8023356
NWD678809 SRR8023357
NWD678840 SRR8023358
NWD678856 SRR8023359
NWD678903 SRR8023360
NWD678939 SRR8023361
NWD679166 SRR8023362
NWD679181 SRR8023363
NWD679221 SRR8023364
NWD679262 SRR8023365
NWD679415 SRR8023366
NWD679484 SRR8023367
NWD679583 SRR8023369
NWD679672 SRR8023370
NWD679949 SRR8023373
NWD679958 SRR8023375
NWD680099 SRR8023377
NWD680335 SRR8023379
NWD680401 SRR8023380
NWD680422 SRR8023381
NWD680758 SRR8023382
NWD680791 SRR8023383
NWD680821 SRR8023384
NWD680941 SRR8023385
NWD681214 SRR8023386
NWD681407 SRR8023387
NWD681731 SRR8023388
NWD681793 SRR8023389
NWD682015 SRR8023390
NWD682050 SRR8023391
NWD682179 SRR8023392
NWD682272 SRR8023394
NWD682315 SRR8023395
NWD682568 SRR8023396
NWD682616 SRR8023397
NWD682690 SRR8023398
NWD682716 SRR8023399
NWD682758 SRR8023400
NWD682805 SRR8023401
NWD682850 SRR8023402
NWD682946 SRR8023403
NWD683006 SRR8023404
NWD683088 SRR8023405
NWD683120 SRR8023406
NWD683292 SRR8023407
NWD683359 SRR8023408
NWD683411 SRR8023411
NWD683476 SRR8023412
NWD683512 SRR8023413
NWD683730 SRR8023415
NWD683809 SRR8023417
NWD683846 SRR8023418
NWD683957 SRR8023419
NWD684018 SRR8023420
NWD684043 SRR8023421
NWD684077 SRR8023422
NWD684142 SRR8023423
NWD684223 SRR8023424
NWD684280 SRR8023425
NWD684293 SRR8023426
NWD684324 SRR8023427
NWD684346 SRR8023428
NWD684401 SRR8023429
NWD684448 SRR8023430
NWD684488 SRR8023432
NWD684554 SRR8023433
NWD684667 SRR8023434
NWD684725 SRR8023435
NWD684905 SRR8023436
NWD684946 SRR8023437
NWD685013 SRR8023438
NWD685150 SRR8023439
NWD685252 SRR8023441
NWD685450 SRR8023442
NWD685463 SRR8023443
NWD685526 SRR8023444
NWD685722 SRR8023446
NWD685786 SRR8023447
NWD685789 SRR8023448
NWD685851 SRR8023449
NWD686504 SRR8023452
NWD686570 SRR8023453
NWD686611 SRR8023454
NWD686717 SRR8023456
NWD686825 SRR8023457
NWD686967 SRR8023458
NWD687073 SRR8023459
NWD687195 SRR8023460
NWD687227 SRR8023461
NWD687313 SRR8023463
NWD687317 SRR8023464
NWD687402 SRR8023467
NWD687479 SRR8023468
NWD687486 SRR8023469
NWD687751 SRR8023470
NWD687753 SRR8023471
NWD687758 SRR8023472
NWD687856 SRR8023473
NWD687899 SRR8023474
NWD687933 SRR8023475
NWD688104 SRR8023476
NWD688172 SRR8023477
NWD688218 SRR8023478
NWD688238 SRR8023479
NWD688267 SRR8023480
NWD688357 SRR8023481
NWD688415 SRR8023482
NWD688423 SRR8023483
NWD688716 SRR8023484
NWD688842 SRR8023486
NWD688916 SRR8023487
NWD689139 SRR8023491
NWD689300 SRR8023492
NWD689399 SRR8023493
NWD689495 SRR8023494
NWD689525 SRR8023495
NWD689527 SRR8023496
NWD689558 SRR8023497
NWD689973 SRR8023503
NWD690098 SRR8023504
NWD690162 SRR8023505
NWD690256 SRR8023507
NWD690302 SRR8023508
NWD690442 SRR8023509
NWD690495 SRR8023510
NWD690517 SRR8023512
NWD690621 SRR8023513
NWD690747 SRR8023515
NWD690753 SRR8023516
NWD690835 SRR8023517
NWD690864 SRR8023518
NWD691221 SRR8023519
NWD691410 SRR8023520
NWD691668 SRR8023521
NWD691695 SRR8023522
NWD691723 SRR8023523
NWD691805 SRR8023524
NWD691854 SRR8023525
NWD691958 SRR8023526
NWD692054 SRR8023528
NWD692063 SRR8023529
NWD692198 SRR8023530
NWD692202 SRR8023531
NWD692257 SRR8023532
NWD692351 SRR8023533
NWD692569 SRR8023535
NWD692682 SRR8023536
NWD692971 SRR8023537
NWD693023 SRR8023538
NWD693050 SRR8023539
NWD693089 SRR8023540
NWD693143 SRR8023541
NWD693228 SRR8023542
NWD693317 SRR8023543
NWD693486 SRR8023544
NWD693496 SRR8023545
NWD693526 SRR8023546
NWD693560 SRR8023547
NWD693574 SRR8023548
NWD693587 SRR8023549
NWD693591 SRR8023550
NWD693768 SRR8023551
NWD693827 SRR8023552
NWD693851 SRR8023553
NWD694143 SRR8023554
NWD694190 SRR8023555
NWD694282 SRR8023557
NWD694452 SRR8023559
NWD694471 SRR8023560
NWD694547 SRR8023561
NWD694624 SRR8023564
NWD694874 SRR8023565
NWD694969 SRR8023566
NWD695257 SRR8023568
NWD695310 SRR8023569
NWD695327 SRR8023570
NWD695574 SRR8023571
NWD695577 SRR8023572
NWD695608 SRR8023574
NWD695634 SRR8023575
NWD695725 SRR8023576
NWD695812 SRR8023577
NWD695976 SRR8023578
NWD696185 SRR8023581
NWD696212 SRR8023582
NWD696252 SRR8023583
NWD696295 SRR8023584
NWD696354 SRR8023585
NWD696374 SRR8023586
NWD696477 SRR8023588
NWD696617 SRR8023589
NWD696929 SRR8023591
NWD697008 SRR8023592
NWD697064 SRR8023593
NWD697168 SRR8023594
NWD697192 SRR8023595
NWD697218 SRR8023596
NWD697245 SRR8023597
NWD697296 SRR8023598
NWD697674 SRR8023599
NWD697750 SRR8023601
NWD697900 SRR8023602
NWD698084 SRR8023603
NWD698134 SRR8023604
NWD698245 SRR8023605
NWD698350 SRR8023607
NWD698412 SRR8023609
NWD698416 SRR8023610
NWD698500 SRR8023611
NWD698518 SRR8023612
NWD698658 SRR8023613
NWD698763 SRR8023614
NWD698917 SRR8023616
NWD699302 SRR8023617
NWD699450 SRR8023619
NWD699533 SRR8023620
NWD699614 SRR8023621
NWD699640 SRR8023622
NWD699908 SRR8023624
NWD699922 SRR8023625
NWD700056 SRR8023626
NWD700157 SRR8023627
NWD700452 SRR8023629
NWD700494 SRR8023630
NWD700696 SRR8023631
NWD700742 SRR8023632
NWD701052 SRR8023634
NWD701119 SRR8023635
NWD701127 SRR8023636
NWD701247 SRR8023637
NWD701303 SRR8023638
NWD701433 SRR8023640
NWD701500 SRR8023641
NWD701524 SRR8023642
NWD701638 SRR8023643
NWD701723 SRR8023644
NWD702028 SRR8023646
NWD702236 SRR8023647
NWD702454 SRR8023651
NWD702519 SRR8023652
NWD702538 SRR8023653
NWD702581 SRR8023654
NWD702845 SRR8023656
NWD702850 SRR8023657
NWD702957 SRR8023658
NWD703081 SRR8023659
NWD703184 SRR8023660
NWD703204 SRR8023661
NWD703262 SRR8023662
NWD703466 SRR8023663
NWD703588 SRR8023664
NWD703869 SRR8023666
NWD704353 SRR8023669
NWD704716 SRR8023671
NWD704717 SRR8023672
NWD704724 SRR8023673
NWD704761 SRR8023674
NWD704834 SRR8023675
NWD704957 SRR8023676
NWD705041 SRR8023678
NWD705051 SRR8023679
NWD705068 SRR8023680
NWD705087 SRR8023681
NWD705143 SRR8023682
NWD705199 SRR8023683
NWD705301 SRR8023684
NWD705313 SRR8023685
NWD705551 SRR8023687
NWD705587 SRR8023688
NWD705828 SRR8023689
NWD705956 SRR8023690
NWD706065 SRR8023691
NWD706188 SRR8023692
NWD706495 SRR8023693
NWD706501 SRR8023694
NWD706752 SRR8023695
NWD706777 SRR8023697
NWD706789 SRR8023698
NWD706801 SRR8023699
NWD706928 SRR8023700
NWD706934 SRR8023701
NWD706955 SRR8023702
NWD707016 SRR8023703
NWD707084 SRR8023704
NWD707136 SRR8023705
NWD707298 SRR8023706
NWD707620 SRR8023709
NWD707623 SRR8023710
NWD707626 SRR8023711
NWD707691 SRR8023712
NWD707704 SRR8023713
NWD707797 SRR8023714
NWD707803 SRR8023715
NWD708337 SRR8023716
NWD708465 SRR8023717
NWD708515 SRR8023718
NWD708581 SRR8023719
NWD708586 SRR8023720
NWD708694 SRR8023721
NWD708730 SRR8023722
NWD708899 SRR8023725
NWD708914 SRR8023726
NWD708920 SRR8023727
NWD709060 SRR8023728
NWD709061 SRR8023729
NWD709189 SRR8023730
NWD709443 SRR8023734
NWD709472 SRR8023735
NWD709645 SRR8023736
NWD709844 SRR8023737
NWD709904 SRR8023738
NWD709983 SRR8023739
NWD710000 SRR8023740
NWD710039 SRR8023741
NWD710089 SRR8023742
NWD710104 SRR8023743
NWD710182 SRR8023744
NWD710187 SRR8023745
NWD710283 SRR8023746
NWD710311 SRR8023747
NWD710407 SRR8023748
NWD710454 SRR8023749
NWD710537 SRR8023750
NWD710653 SRR8023751
NWD710740 SRR8023752
NWD710806 SRR8023753
NWD710954 SRR8023754
NWD711062 SRR8023755
NWD711067 SRR8023756
NWD711092 SRR8023757
NWD711132 SRR8023758
NWD711242 SRR8023759
NWD711429 SRR8023760
NWD711536 SRR8023761
NWD711636 SRR8023763
NWD711641 SRR8023764
NWD711819 SRR8023767
NWD711827 SRR8023768
NWD712014 SRR8023769
NWD712021 SRR8023770
NWD712027 SRR8023771
NWD712122 SRR8023772
NWD712151 SRR8023773
NWD712186 SRR8023774
NWD712625 SRR8023776
NWD712720 SRR8023777
NWD712949 SRR8023778
NWD712989 SRR8023779
NWD713119 SRR8023780
NWD713143 SRR8023781
NWD713295 SRR8023782
NWD713562 SRR8023785
NWD713724 SRR8023788
NWD713834 SRR8023790
NWD713884 SRR8023791
NWD713894 SRR8023792
NWD713980 SRR8023794
NWD713991 SRR8023795
NWD714126 SRR8023796
NWD714166 SRR8023797
NWD714185 SRR8023798
NWD714246 SRR8023799
NWD714414 SRR8023800
NWD714660 SRR8023803
NWD714838 SRR8023806
NWD714935 SRR8023807
NWD715013 SRR8023808
NWD715183 SRR8023810
NWD715193 SRR8023811
NWD715280 SRR8023812
NWD715293 SRR8023813
NWD715317 SRR8023815
NWD715361 SRR8023816
NWD715496 SRR8023817
NWD715656 SRR8023818
NWD715890 SRR8023821
NWD715925 SRR8023822
NWD716150 SRR8023824
NWD716291 SRR8023825
NWD716314 SRR8023826
NWD716615 SRR8023829
NWD716834 SRR8023830
NWD716884 SRR8023831
NWD717207 SRR8023835
NWD717338 SRR8023836
NWD717485 SRR8023837
NWD717503 SRR8023838
NWD717550 SRR8023839
NWD717551 SRR8023840
NWD717759 SRR8023842
NWD717779 SRR8023843
NWD717924 SRR8023844
NWD717928 SRR8023845
NWD717941 SRR8023846
NWD717954 SRR8023847
NWD717956 SRR8023848
NWD717966 SRR8023849
NWD718345 SRR8023851
NWD718350 SRR8023852
NWD718367 SRR8023853
NWD718443 SRR8023854
NWD718547 SRR8023855
NWD718562 SRR8023856
NWD718595 SRR8023857
NWD718663 SRR8023858
NWD718811 SRR8023861
NWD718833 SRR8023862
NWD718851 SRR8023863
NWD718928 SRR8023864
NWD719157 SRR8023865
NWD719350 SRR8023866
NWD719617 SRR8023867
NWD719723 SRR8023870
NWD719744 SRR8023871
NWD719795 SRR8023872
NWD719843 SRR8023874
NWD720014 SRR8023876
NWD720043 SRR8023877
NWD720142 SRR8023878
NWD720149 SRR8023879
NWD720254 SRR8023880
NWD720552 SRR8023881
NWD720701 SRR8023882
NWD720811 SRR8023883
NWD720980 SRR8023885
NWD720988 SRR8023886
NWD721029 SRR8023887
NWD721098 SRR8023888
NWD721146 SRR8023890
NWD721369 SRR8023893
NWD721473 SRR8023895
NWD721599 SRR8023896
NWD721605 SRR8023897
NWD721633 SRR8023898
NWD721688 SRR8023899
NWD721824 SRR8023900
NWD721870 SRR8023901
NWD721892 SRR8023902
NWD722101 SRR8023903
NWD722253 SRR8023905
NWD722269 SRR8023906
NWD722322 SRR8023907
NWD722413 SRR8023908
NWD722511 SRR8023909
NWD722525 SRR8023910
NWD722572 SRR8023912
NWD722804 SRR8023913
NWD722845 SRR8023914
NWD722966 SRR8023915
NWD723029 SRR8023916
NWD723168 SRR8023917
NWD723183 SRR8023918
NWD723217 SRR8023919
NWD723235 SRR8023920
NWD723248 SRR8023921
NWD723362 SRR8023923
NWD723633 SRR8023925
NWD723689 SRR8023926
NWD723969 SRR8023928
NWD724000 SRR8023929
NWD724009 SRR8023930
NWD724193 SRR8023931
NWD724356 SRR8023932
NWD724436 SRR8023933
NWD724440 SRR8023934
NWD724459 SRR8023936
NWD724486 SRR8023937
NWD724637 SRR8023938
NWD724779 SRR8023939
NWD724805 SRR8023940
NWD724925 SRR8023941
NWD725043 SRR8023942
NWD725053 SRR8023943
NWD725127 SRR8023944
NWD725135 SRR8023945
NWD725216 SRR8023947
NWD725264 SRR8023948
NWD725393 SRR8023949
NWD725408 SRR8023950
NWD725457 SRR8023951
NWD725714 SRR8023953
NWD725948 SRR8023954
NWD726039 SRR8023956
NWD726065 SRR8023957
NWD726313 SRR8023959
NWD726321 SRR8023960
NWD726373 SRR8023961
NWD726510 SRR8023962
NWD726557 SRR8023963
NWD726796 SRR8023965
NWD726902 SRR8023967
NWD726943 SRR8023968
NWD726977 SRR8023969
NWD727022 SRR8023971
NWD727083 SRR8023972
NWD727288 SRR8023973
NWD727324 SRR8023974
NWD727462 SRR8023975
NWD727476 SRR8023976
NWD727508 SRR8023977
NWD727528 SRR8023978
NWD727550 SRR8023979
NWD727779 SRR8023980
NWD727965 SRR8023981
NWD728331 SRR8023983
NWD728451 SRR8023984
NWD728554 SRR8023985
NWD728625 SRR8023987
NWD728664 SRR8023988
NWD728748 SRR8023989
NWD729036 SRR8023990
NWD729058 SRR8023991
NWD729137 SRR8023992
NWD729176 SRR8023993
NWD729307 SRR8023994
NWD729611 SRR8023995
NWD729660 SRR8023996
NWD729975 SRR8023997
NWD730034 SRR8023998
NWD730181 SRR8023999
NWD730866 SRR8024001
NWD730913 SRR8024002
NWD731063 SRR8024004
NWD731116 SRR8024005
NWD731173 SRR8024006
NWD731495 SRR8024007
NWD731576 SRR8024008
NWD731800 SRR8024010
NWD731840 SRR8024011
NWD731843 SRR8024012
NWD732054 SRR8024013
NWD732083 SRR8024014
NWD732121 SRR8024015
NWD732131 SRR8024016
NWD732260 SRR8024018
NWD732292 SRR8024019
NWD732670 SRR8024020
